id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip
4980279216702060,NxGqBs7vK,7248903036,VAN的梦幻乡89226,#C罗中国行票价#能不能抢到票1880的，X﹏X，看一场少一场了，一定要抢到啊,,,,C罗中国行 票价,0,5,0,2023-12-18 12:42,小米11 Ultra,,,,江苏
4978792680654571,Nx3KY2KhB,7832582034,常规赛虐菜大赛连续被菜虐,摩洛哥送走经典罗粉丝我罗只是不想要罢了说到欧冠只是数据上变化把梅西和c罗欧冠5换4数量上多了一个质量上就差远了你再也看不到梅西欧冠连过数人各种经常表演看到只是吃饼的梅西看到只是c罗在连过数人检阅皇马梅西的后防线看到的c罗头球绝杀梅西的曼联看到的是各种梅西全队的喂饼,,,,,1,1,4,2023-12-14 10:15,iPhone客户端,['https://wx3.sinaimg.cn/large/008y4Ioigy1hkt3hgsi46j30u015hadv.jpg'],,
4980268013717058,NxG8xfAYy,7294500750,阿韦罗今天跳水打人了吗,#c罗遗憾##c罗##请停止对c罗的无端辟谣#,,,,"c罗 遗憾,c罗,请停止对c罗的无端辟谣",0,2,4,2023-12-18 11:58,iPhone客户端,,,4978792680654571,贵州
4980267879761379,NxG8jEXnB,7829058663,从小有颗足球梦,拜仁慕尼黑进球机器！凯恩打进51球暂时领跑年度射手榜#哈里凯恩#在对阵斯图加特的德甲联赛中，哈里-凯恩首发出战打进2球完成梅开二度。此役过后，凯恩2023年度已经打进51球，超越C罗和哈兰德的50球，暂时领跑年度射手榜。,,,,哈里凯恩,0,0,3,2023-12-18 11:57,拜仁慕尼黑超话,['https://wx1.sinaimg.cn/large/008xPVNJgy1hkxsyuq23aj30iw0andh7.jpg'],,,海南
4980267668214854,NxG7Yyt3E,7443574952,翳leaf,#C罗要来中国了##c罗中国行赛程官宣#🚀#C罗中国行赛程官宣#炸裂！各位球迷，你们等的不就是这一刻吗？C罗真的来了！🎁🎉多谢你如此精彩耀眼做我平淡岁月里星辰。,,,,"C罗要来中国了,c罗中国行赛程官宣,C罗中国行赛程官宣",0,0,4,2023-12-18 11:56,大荒首富的HarmonyOS设备,['https://wx4.sinaimg.cn/large/0087KtSwgy1hkxsyc1tjgj30qo0xzwjb.jpg'],,,澳大利亚
4980267469245467,NxG7ECNar,7443574952,翳leaf,#C罗要来中国了##c罗中国行赛程官宣#哇好羡慕，不知道马儿啥时候还能再来中国，上次去大运近距离看了孙兴慜和国足,,,,"C罗要来中国了,c罗中国行赛程官宣",0,1,6,2023-12-18 11:55,大荒首富的HarmonyOS设备,['https://wx1.sinaimg.cn/large/0087KtSwgy1hkxsxi7v7wj30qo0xzwjb.jpg'],,,澳大利亚
4980267040637444,NxG6Y2FPm,5572411123,飞机保姆V,迷你罗带着小老弟，在家里跟老爸C罗踢球。L飞机保姆V的微博视频,,,,,0,1,1,2023-12-18 11:54,微博视频号,,"http://f.video.weibocdn.com/o0/v32t2DlLlx08b29ineog010412006q8i0E010.mp4?label=mp4_720p&template=576x1024.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1702998279&ssig=2EQjykKSJ9&KID=unistore,video",,浙江
4980267032249721,NxG6X9rfP,3570874854,或许我真的好无聊,#c罗中国行#求中啊！！！@GST荣耀巡回赛,,,GST荣耀巡回赛,c罗中国行,0,5,0,2023-12-18 11:54,iPhone客户端,['https://wx1.sinaimg.cn/large/d4d739e6gy1hkxsr8ko99j20u01pn7cs.jpg'],,,湖南
4980266664460386,NxG6miIlI,7527843624,小小38岁半啦,2023，超话因热爱不凡！我已在#超话大赏#为C罗投入一份热爱！速来2023超话大赏分享热爱，还有机会获得999元哦！,,,,超话大赏,0,0,0,2023-12-18 11:52,超话,,,,新疆
4980265364228831,NxG4ghK6X,3295069875,CristianoAveiro代理人,#C罗领衔荣耀巡回赛#十八螺憾怎么你了，煲仔饭这么见不得？,,,,C罗领衔荣耀巡回赛,0,6,0,2023-12-18 11:47,微博搜索,,,,陕西
